customer_id,debt_amount,days_overdue,credit_score,age,income,num_previous_loans,num_previous_defaults,communication_preference,last_contact_date,payment_probability
637,5372.91,292,434,71,135796.95,9,0,email,2024-05-23 02:06:47.059133,0.8859
638,2500.46,189,710,73,111326.07,6,1,mail,2024-05-02 02:06:47.059133,0.8059
639,2765.51,122,769,37,59423.89,1,2,email,2024-05-31 02:06:47.059133,0.5224
640,3835.11,230,411,32,70332.74,3,0,email,2024-07-17 02:06:47.059133,0.1834
641,298.7,59,824,46,77187.44,6,2,phone,2024-07-18 02:06:47.059133,0.4259
642,3288.58,96,343,22,26843.18,3,3,mail,2024-07-21 02:06:47.059133,0.2974
643,2193.34,262,696,56,184355.98,5,3,mail,2024-06-22 02:06:47.059133,0.9945
644,3342.22,354,560,57,182054.49,8,4,phone,2024-07-04 02:06:47.059133,0.4908
645,1285.65,312,844,24,39400.01,4,1,email,2024-05-21 02:06:47.059133,0.4222
646,8916.22,136,687,25,120204.84,2,2,email,2024-07-28 02:06:47.059133,0.1691
647,5976.57,350,775,49,104175.43,5,0,email,2024-07-18 02:06:47.059133,0.2391
648,6823.11,283,709,53,143014.52,3,1,mail,2024-06-04 02:06:47.059133,0.7116
649,7912.8,120,315,50,128543.18,8,4,phone,2024-06-06 02:06:47.059133,0.5349
650,5034.58,25,401,71,42377.92,1,2,phone,2024-04-30 02:06:47.059133,0.358
651,960.51,342,485,54,138813.98,9,2,email,2024-05-20 02:06:47.059133,0.297
652,5417.35,146,324,49,129597.01,4,3,mail,2024-06-29 02:06:47.059133,0.2007
653,5909.73,12,371,60,115620.25,8,4,phone,2024-05-08 02:06:47.059133,0.0339
654,7479.85,87,317,53,92433.13,9,2,email,2024-06-06 02:06:47.059133,0.9771
655,4373.43,109,631,51,191885.78,6,3,email,2024-05-20 02:06:47.059133,0.7531
656,1363.04,345,396,66,172899.12,4,3,phone,2024-05-16 02:06:47.059133,0.9279
657,2909.38,266,311,42,125315.3,7,0,phone,2024-05-09 02:06:47.059133,0.4126
658,3694.51,222,310,61,21148.01,1,4,phone,2024-07-26 02:06:47.059133,0.8694
659,6494.58,74,462,49,97782.18,3,4,mail,2024-07-14 02:06:47.059133,0.2562
660,5750.71,333,582,19,146061.15,5,2,email,2024-06-15 02:06:47.059133,0.5098
661,3625.36,310,540,26,41112.96,6,0,phone,2024-07-05 02:06:47.059133,0.2025
662,9866.5,102,344,55,93178.93,7,1,mail,2024-05-30 02:06:47.059133,0.7703
663,6097.17,137,554,46,54510.54,3,2,mail,2024-05-26 02:06:47.059133,0.4976
664,2448.55,191,366,55,80865.74,8,3,phone,2024-05-21 02:06:47.059133,0.5363
665,1107.65,142,341,35,24800.46,6,1,phone,2024-06-22 02:06:47.059133,0.8595
666,1613.31,357,683,39,42811.83,1,1,phone,2024-05-10 02:06:47.059133,0.7392
667,2534.98,73,533,52,101856.23,8,2,phone,2024-07-31 02:06:47.059133,0.9663
668,1690.75,328,784,32,181674.19,6,0,mail,2024-05-01 02:06:47.059133,0.4053
669,1947.01,167,338,24,108304.69,4,4,phone,2024-06-25 02:06:47.059133,0.4615
670,2922.44,168,310,30,101553.94,2,0,email,2024-07-31 02:06:47.059133,0.6153
671,1816.4,54,708,59,161762.49,8,2,email,2024-05-04 02:06:47.059133,0.4533
672,8977.98,259,407,53,68209.41,6,4,phone,2024-06-07 02:06:47.059133,0.4196
673,894.31,111,393,33,37112.37,2,1,phone,2024-07-06 02:06:47.059133,0.3406
674,5292.66,232,383,58,57723.07,4,3,mail,2024-05-14 02:06:47.059133,0.8319
675,4162.93,161,357,38,162434.15,2,0,email,2024-06-09 02:06:47.059133,0.5335
676,9825.55,352,592,45,141868.63,2,4,email,2024-05-20 02:06:47.059133,0.6074
677,1209.19,327,315,27,36475.97,6,0,mail,2024-07-08 02:06:47.059133,0.2041
678,4038.77,19,776,36,140076.77,8,4,phone,2024-08-03 02:06:47.059133,0.2518
679,9697.76,290,464,34,187679.27,4,3,mail,2024-07-04 02:06:47.059133,0.3398
680,8668.52,50,736,18,28091.89,3,2,mail,2024-07-29 02:06:47.059133,0.4654
681,8189.01,175,702,30,130955.26,3,2,email,2024-06-08 02:06:47.059133,0.0439
682,2653.24,302,685,53,88249.62,2,4,mail,2024-05-23 02:06:47.059133,0.8884
683,1791.79,184,437,64,110185.66,7,4,email,2024-05-05 02:06:47.059133,0.9037
684,6719.57,185,830,75,115072.19,9,2,email,2024-07-14 02:06:47.059133,0.6617
685,9300.82,339,592,59,158788.3,0,1,mail,2024-06-13 02:06:47.059133,0.3161
686,5611.95,307,774,37,120262.25,2,1,mail,2024-07-09 02:06:47.059133,0.3853
687,5758.97,310,761,58,126755.41,1,1,phone,2024-06-14 02:06:47.059133,0.7341
688,2871.79,346,672,57,79924.13,6,3,email,2024-06-17 02:06:47.059133,0.2863
689,7717.98,81,461,69,42670.15,5,4,mail,2024-07-16 02:06:47.059133,0.6089
690,1951.73,156,343,23,142891.82,0,0,email,2024-04-30 02:06:47.059133,0.9063
691,3304.42,275,382,40,20086.79,2,0,mail,2024-07-18 02:06:47.059133,0.4104
692,4311.82,283,838,59,79169.09,3,4,mail,2024-07-01 02:06:47.059133,0.587
693,5125.34,249,818,41,59247.91,9,2,phone,2024-06-17 02:06:47.059133,0.9286
694,2499.86,147,710,69,89936.02,6,4,phone,2024-05-26 02:06:47.059133,0.3406
695,1236.88,7,640,66,76028.24,2,1,phone,2024-05-13 02:06:47.059133,0.7596
696,6145.14,157,388,22,146759.07,3,1,mail,2024-06-18 02:06:47.059133,0.7551
697,2957.44,171,529,49,66837.09,6,0,phone,2024-05-19 02:06:47.059133,0.9285
698,5854.26,69,317,63,120935.06,3,4,email,2024-06-02 02:06:47.059133,0.8586
699,1628.19,94,580,34,102038.68,8,0,email,2024-06-06 02:06:47.059133,0.7488
700,4863.29,363,721,28,164190.35,5,2,mail,2024-06-24 02:06:47.059133,0.6365
701,5372.64,186,637,44,97056.65,1,3,phone,2024-07-15 02:06:47.059133,0.2412
702,613.05,170,565,21,175497.69,0,3,mail,2024-05-06 02:06:47.059133,0.6706
703,3432.38,204,654,40,20026.24,7,2,mail,2024-07-27 02:06:47.059133,0.2764
704,1430.71,42,659,40,128870.54,2,1,email,2024-06-14 02:06:47.059133,0.44
705,727.41,13,516,66,21765.26,6,1,phone,2024-06-13 02:06:47.059133,0.7097
706,9900.61,154,620,74,148508.18,3,1,email,2024-06-07 02:06:47.059133,0.6749
707,3291.3,274,511,51,62286.03,2,0,phone,2024-04-30 02:06:47.059133,0.4012
708,8117.76,298,502,38,88396.63,8,0,phone,2024-06-16 02:06:47.059133,0.1827
709,2620.94,51,452,39,88478.75,5,3,mail,2024-07-16 02:06:47.059133,0.4841
710,6846.88,212,728,18,172356.04,5,1,phone,2024-08-04 02:06:47.059133,0.27
711,7626.26,144,586,49,38376.7,5,1,phone,2024-05-23 02:06:47.059133,0.2554
712,5996.82,357,620,79,140041.45,2,2,mail,2024-06-03 02:06:47.059133,0.3268
713,4768.6,3,735,45,196626.23,5,3,email,2024-06-10 02:06:47.059133,0.7062
714,4177.23,254,795,35,24029.2,3,0,email,2024-06-25 02:06:47.059133,0.4973
715,3553.8,335,448,24,193860.96,1,3,email,2024-05-09 02:06:47.059133,0.3732
716,9302.34,256,841,71,23312.85,2,1,phone,2024-05-01 02:06:47.059133,0.9006
717,8323.13,98,781,55,171406.9,3,1,phone,2024-06-07 02:06:47.059133,0.7068
718,9653.77,173,625,23,193024.0,0,0,mail,2024-05-06 02:06:47.059133,0.4947
719,1330.54,150,328,31,198744.93,6,0,mail,2024-06-15 02:06:47.059133,0.4213
720,7335.59,279,558,47,102641.84,4,3,mail,2024-07-05 02:06:47.059133,0.8189
721,9389.57,59,374,72,176052.35,8,4,email,2024-05-03 02:06:47.059133,0.1729
722,1894.21,113,797,75,42021.12,5,1,phone,2024-07-13 02:06:47.059133,0.6642
723,758.31,324,715,61,96569.18,7,1,mail,2024-06-18 02:06:47.059133,0.021
724,7437.09,243,639,63,75435.5,8,4,phone,2024-06-21 02:06:47.059133,0.007
725,5787.28,310,607,31,91131.87,5,3,mail,2024-06-10 02:06:47.059133,0.9318
726,8434.1,57,540,61,146356.55,6,2,mail,2024-06-02 02:06:47.059133,0.514
727,1483.75,60,552,58,35746.44,5,2,email,2024-05-20 02:06:47.059133,0.3151
728,7973.15,329,519,26,199669.51,5,1,email,2024-07-25 02:06:47.059133,0.7947
729,2096.11,216,696,48,134312.09,1,2,phone,2024-06-26 02:06:47.059133,0.9848
730,1720.19,233,635,19,177233.17,4,3,phone,2024-07-23 02:06:47.059133,0.0344
731,1726.23,55,328,35,169345.2,5,2,mail,2024-08-01 02:06:47.059133,0.038
732,8164.29,208,793,22,157879.56,9,0,email,2024-05-14 02:06:47.059133,0.8548
733,6685.45,63,801,43,27060.24,4,3,phone,2024-06-26 02:06:47.059133,0.5567
734,5278.35,184,453,40,112964.07,3,4,email,2024-05-09 02:06:47.059133,0.8827
735,3652.42,311,530,29,79066.71,5,1,phone,2024-07-03 02:06:47.059133,0.6946
736,8784.29,281,401,31,40329.04,5,3,phone,2024-05-17 02:06:47.059133,0.4706
737,3985.21,26,476,77,81738.24,7,2,email,2024-08-01 02:06:47.059133,0.1613
738,8184.33,177,531,30,136064.55,7,3,phone,2024-05-21 02:06:47.059133,0.3899
739,4447.44,63,311,52,61512.76,9,4,phone,2024-07-20 02:06:47.059133,0.7871
740,3831.75,73,485,64,100027.18,0,3,email,2024-06-25 02:06:47.059133,0.2339
741,4680.53,335,565,32,92808.96,1,4,email,2024-07-18 02:06:47.059133,0.7124
742,3083.64,167,434,52,29443.33,0,4,phone,2024-05-20 02:06:47.059133,0.2473
743,7501.33,225,330,69,133054.86,9,3,phone,2024-06-15 02:06:47.059133,0.4635
744,5076.93,65,755,36,131392.44,6,1,email,2024-06-20 02:06:47.059133,0.0854
745,2398.91,69,558,32,193954.61,7,1,phone,2024-07-11 02:06:47.059133,0.455
746,9005.79,9,403,68,73640.94,2,2,phone,2024-05-11 02:06:47.059133,0.6127
747,3900.52,236,730,25,95411.19,2,3,phone,2024-05-23 02:06:47.059133,0.5633
748,5481.17,198,681,40,92654.77,6,3,mail,2024-08-06 02:06:47.059133,0.4065
749,9074.07,173,768,30,185553.9,7,0,email,2024-07-24 02:06:47.059133,0.3697
750,6279.96,282,812,40,93556.88,5,1,mail,2024-07-06 02:06:47.059133,0.2754
751,1257.29,28,506,48,99697.55,7,4,mail,2024-06-01 02:06:47.059133,0.7671
752,9404.34,296,746,47,65422.02,1,0,mail,2024-07-28 02:06:47.059133,0.7826
753,6314.31,134,388,59,20210.27,6,3,mail,2024-07-12 02:06:47.059133,0.483
754,3415.57,27,494,19,39881.12,4,0,phone,2024-05-04 02:06:47.059133,0.3826
755,1478.79,38,713,28,146700.05,5,1,mail,2024-05-25 02:06:47.059133,0.6374
756,7960.85,196,421,42,142849.21,6,3,mail,2024-06-03 02:06:47.059133,0.5577
757,6238.72,203,761,46,78055.5,8,1,email,2024-06-18 02:06:47.059133,0.6673
758,5381.26,85,415,39,105141.12,6,0,phone,2024-06-19 02:06:47.059133,0.306
759,8949.54,320,495,79,73528.11,0,2,phone,2024-07-06 02:06:47.059133,0.7883
760,7907.11,30,335,36,151564.95,4,4,email,2024-05-16 02:06:47.059133,0.3167
761,1601.58,99,366,26,171649.88,3,4,phone,2024-06-03 02:06:47.059133,0.4187
762,3186.05,190,580,58,181838.95,7,2,phone,2024-07-12 02:06:47.059133,0.1324
763,2560.04,12,778,55,51296.84,6,2,email,2024-05-30 02:06:47.059133,0.8554
764,7465.07,91,310,46,145103.01,3,2,phone,2024-07-12 02:06:47.059133,0.6443
765,431.97,30,621,27,193340.84,2,1,mail,2024-06-03 02:06:47.059133,0.2353
766,5741.91,213,539,39,137110.11,5,3,mail,2024-05-05 02:06:47.059133,0.8517
767,7648.34,38,359,41,83175.35,7,2,mail,2024-07-26 02:06:47.059133,0.7048
768,8779.98,341,464,25,134470.35,2,1,email,2024-07-02 02:06:47.059133,0.4422
769,3486.61,60,488,64,143916.69,4,0,phone,2024-07-14 02:06:47.059133,0.9898
770,8230.45,294,786,23,91468.51,9,0,phone,2024-06-26 02:06:47.059133,0.3372
771,1195.25,360,391,24,38718.37,0,2,phone,2024-06-13 02:06:47.059133,0.0995
772,8479.88,143,588,37,129198.78,9,0,phone,2024-06-13 02:06:47.059133,0.7335
773,1362.14,180,808,34,164385.34,9,2,email,2024-05-10 02:06:47.059133,0.757
774,4033.14,285,374,53,199563.77,7,0,phone,2024-07-30 02:06:47.059133,0.059
775,7993.22,112,727,25,60150.5,6,0,email,2024-05-23 02:06:47.059133,0.8194
776,1584.18,230,684,77,146070.02,7,3,mail,2024-06-07 02:06:47.059133,0.7759
777,2369.59,21,352,30,25047.78,1,3,email,2024-07-11 02:06:47.059133,0.9296
778,7250.3,145,474,41,194568.55,6,0,phone,2024-05-23 02:06:47.059133,0.1185
779,7228.36,146,773,63,22261.6,3,3,email,2024-06-05 02:06:47.059133,0.6008
780,6447.36,316,660,67,84583.09,1,2,phone,2024-07-06 02:06:47.059133,0.2194
781,6970.09,166,569,48,33752.5,8,4,email,2024-06-08 02:06:47.059133,0.3994
782,5472.97,140,706,40,131774.23,4,2,phone,2024-07-03 02:06:47.059133,0.2651
783,2592.81,203,423,78,81109.96,6,3,mail,2024-07-22 02:06:47.059133,0.4493
784,3522.39,244,675,34,151929.91,3,1,mail,2024-07-02 02:06:47.059133,0.1129
785,1897.82,113,691,67,107548.05,9,0,email,2024-06-12 02:06:47.059133,0.3035
786,9093.66,201,481,63,95492.61,3,3,mail,2024-07-08 02:06:47.059133,0.0709
787,5875.58,314,335,41,82732.94,2,3,phone,2024-07-06 02:06:47.059133,0.4918
788,4068.43,259,511,60,35503.25,0,3,mail,2024-05-20 02:06:47.059133,0.2967
789,4673.86,255,433,27,56868.47,1,2,mail,2024-07-17 02:06:47.059133,0.5903
790,9478.11,23,790,48,135038.45,8,0,mail,2024-06-12 02:06:47.059133,0.4564
791,1618.18,246,737,62,109415.3,0,4,mail,2024-06-28 02:06:47.059133,0.2439
792,5903.68,339,345,78,32616.1,4,3,phone,2024-05-06 02:06:47.059133,0.1029
793,5108.3,311,700,37,117911.31,1,1,mail,2024-06-14 02:06:47.059133,0.7533
794,6153.4,318,787,33,29745.68,3,0,mail,2024-07-08 02:06:47.059133,0.6331
795,279.29,87,731,31,112110.85,6,4,email,2024-05-10 02:06:47.059133,0.0329
796,8734.03,219,727,20,193693.06,4,1,phone,2024-07-18 02:06:47.059133,0.9894
797,9327.97,356,816,47,75322.02,0,4,email,2024-05-25 02:06:47.059133,0.6425
798,5694.82,27,761,35,150230.56,2,4,email,2024-05-04 02:06:47.059133,0.2072
799,6996.84,290,480,76,154199.37,9,0,email,2024-08-06 02:06:47.059133,0.8405
800,9232.74,289,444,23,92874.72,8,2,mail,2024-05-25 02:06:47.059133,0.8821
801,7101.66,348,564,37,126792.59,0,1,mail,2024-07-20 02:06:47.059133,0.5737
802,1610.14,223,705,52,104968.3,9,3,email,2024-06-11 02:06:47.059133,0.8856
803,5805.25,352,783,36,71005.34,3,4,phone,2024-06-09 02:06:47.059133,0.0292
804,6106.48,178,781,43,155853.58,4,1,phone,2024-07-25 02:06:47.059133,0.9452
805,4298.89,148,536,52,146508.79,9,0,email,2024-07-06 02:06:47.059133,0.0572
806,7390.8,227,824,29,182098.8,2,1,phone,2024-05-13 02:06:47.059133,0.6424
807,9350.23,351,638,25,131262.71,2,3,email,2024-05-29 02:06:47.059133,0.3459
808,9263.13,186,567,74,89969.63,0,3,mail,2024-07-05 02:06:47.059133,0.0393
809,4563.31,294,565,74,148521.36,5,0,mail,2024-06-03 02:06:47.059133,0.9293
810,1221.06,41,827,54,131426.52,3,1,mail,2024-08-04 02:06:47.059133,0.1354
811,9849.93,191,391,66,130990.55,7,2,phone,2024-08-02 02:06:47.059133,0.8537
812,8405.09,79,547,27,172970.8,5,2,email,2024-05-08 02:06:47.059133,0.3303
813,1334.16,205,318,38,183884.34,2,4,phone,2024-07-26 02:06:47.059133,0.7412
814,9216.33,278,689,66,52443.5,6,4,phone,2024-07-05 02:06:47.059133,0.2542
815,8711.97,272,687,58,76529.04,2,1,mail,2024-07-11 02:06:47.059133,0.5834
816,5236.5,32,394,62,137055.03,8,4,phone,2024-07-25 02:06:47.059133,0.7996
817,5953.63,142,729,59,120299.82,7,3,email,2024-05-24 02:06:47.059133,0.5662
818,4050.13,251,336,46,137418.71,2,0,phone,2024-05-24 02:06:47.059133,0.3066
819,642.14,294,692,48,97942.63,1,4,mail,2024-07-02 02:06:47.059133,0.2334
820,3418.45,98,590,57,94239.02,2,2,phone,2024-06-10 02:06:47.059133,0.1748
821,8048.25,136,602,24,41177.7,3,3,email,2024-06-04 02:06:47.059133,0.8388
822,145.86,277,700,51,132256.68,2,2,phone,2024-06-18 02:06:47.059133,0.6109
823,3401.64,312,643,51,51641.42,8,4,email,2024-06-17 02:06:47.059133,0.5087
824,4041.87,302,817,47,140783.89,9,4,email,2024-08-03 02:06:47.059133,0.2496
825,5420.22,43,676,21,194073.0,1,3,mail,2024-06-24 02:06:47.059133,0.4338
826,9206.57,120,464,58,66154.31,7,2,mail,2024-07-20 02:06:47.059133,0.6201
827,3528.83,220,312,47,45587.41,6,0,mail,2024-07-20 02:06:47.059133,0.0719
828,3534.84,46,324,42,24351.54,0,0,mail,2024-05-07 02:06:47.059133,0.3607
829,7401.26,236,422,31,88188.89,5,3,mail,2024-08-01 02:06:47.059133,0.2395
830,4576.96,48,428,41,58629.99,5,4,email,2024-06-09 02:06:47.059133,0.6465
831,2323.59,198,846,60,108534.7,8,3,email,2024-06-05 02:06:47.059133,0.6063
832,4579.15,84,608,48,114375.09,9,2,email,2024-06-25 02:06:47.059133,0.2994
833,1494.48,31,735,70,82878.99,7,0,email,2024-05-30 02:06:47.059133,0.0416
834,1846.23,161,481,79,154983.12,6,4,phone,2024-05-24 02:06:47.059133,0.1828
835,5033.84,71,342,56,182865.2,6,2,email,2024-05-30 02:06:47.059133,0.1601
836,4247.36,8,703,45,58074.16,4,0,mail,2024-07-29 02:06:47.059133,0.5684
837,9156.97,52,562,42,170533.6,1,0,email,2024-07-15 02:06:47.059133,0.1693
838,3687.7,45,369,36,43613.82,9,1,phone,2024-07-27 02:06:47.059133,0.4823
839,5847.82,293,591,21,61166.39,4,4,phone,2024-06-07 02:06:47.059133,0.6145
840,6359.42,300,513,51,121054.82,0,3,mail,2024-05-20 02:06:47.059133,0.8796
841,229.64,38,446,49,75184.67,9,1,phone,2024-05-10 02:06:47.059133,0.245
842,6669.02,355,324,42,27507.94,5,0,phone,2024-07-21 02:06:47.059133,0.1859
843,1862.56,231,622,72,73076.99,1,4,mail,2024-06-18 02:06:47.059133,0.1733
844,9614.6,262,408,39,182876.63,0,4,email,2024-06-15 02:06:47.059133,0.3604
845,1571.76,68,550,70,51360.17,0,1,phone,2024-05-09 02:06:47.059133,0.6492
846,4204.78,179,781,45,157475.16,0,2,phone,2024-07-24 02:06:47.059133,0.6719
847,944.96,357,474,72,150010.76,3,2,email,2024-06-29 02:06:47.059133,0.211
848,9969.06,186,646,68,39120.47,4,3,mail,2024-06-13 02:06:47.059133,0.1312
849,5071.73,201,469,70,79299.73,4,4,phone,2024-07-29 02:06:47.059133,0.4487
850,5994.31,13,301,35,54084.13,0,1,phone,2024-06-05 02:06:47.059133,0.1412
851,764.06,214,661,70,24167.03,5,0,mail,2024-07-11 02:06:47.059133,0.8129
852,7524.61,220,595,24,51147.32,2,2,phone,2024-07-03 02:06:47.059133,0.0839
853,2178.07,286,501,28,56284.03,3,1,email,2024-05-08 02:06:47.059133,0.7521
854,8990.74,244,588,59,49876.44,4,3,phone,2024-05-19 02:06:47.059133,0.0426
855,2130.88,356,361,28,36397.5,3,3,phone,2024-06-08 02:06:47.059133,0.807
856,1987.81,258,801,72,114734.92,3,4,phone,2024-05-13 02:06:47.059133,0.6272
857,461.84,58,425,26,78075.03,9,3,email,2024-07-08 02:06:47.059133,0.3224
858,4773.46,36,348,52,183484.89,0,3,email,2024-05-09 02:06:47.059133,0.4055
859,5691.93,328,478,73,53698.42,1,2,phone,2024-06-29 02:06:47.059133,0.6736
860,750.52,193,792,54,128515.27,1,2,email,2024-06-16 02:06:47.059133,0.1856
861,7777.72,333,732,40,182111.67,1,3,phone,2024-05-02 02:06:47.059133,0.8903
862,4587.56,50,601,50,28494.14,9,4,mail,2024-06-10 02:06:47.059133,0.4829
863,5291.46,32,468,18,112929.94,0,2,mail,2024-06-03 02:06:47.059133,0.7601
864,4463.55,98,568,37,101120.39,9,2,phone,2024-05-23 02:06:47.059133,0.5067
865,4067.55,43,663,22,187180.15,7,3,mail,2024-05-18 02:06:47.059133,0.4523
866,5640.44,351,399,46,139477.66,0,4,email,2024-05-10 02:06:47.059133,0.4696
867,1636.88,334,514,43,82849.05,7,3,phone,2024-07-09 02:06:47.059133,0.3631
868,1901.09,310,396,68,148073.82,0,0,phone,2024-06-10 02:06:47.059133,0.7328
869,8631.68,47,847,55,124877.72,9,0,phone,2024-06-26 02:06:47.059133,0.8462
870,9466.54,270,636,20,82490.58,2,4,phone,2024-07-10 02:06:47.059133,0.8544
871,3795.76,311,658,38,161344.76,8,0,phone,2024-05-16 02:06:47.059133,0.1211
872,2780.37,63,589,76,140270.56,7,4,mail,2024-07-28 02:06:47.059133,0.7614
873,6475.6,19,695,30,20974.93,1,0,email,2024-07-27 02:06:47.059133,0.2
874,4146.47,347,659,48,175724.23,3,1,mail,2024-05-25 02:06:47.059133,0.0122
875,351.32,101,646,34,91476.54,7,2,email,2024-06-08 02:06:47.059133,0.2755
876,1645.91,37,423,52,136180.57,8,3,email,2024-07-08 02:06:47.059133,0.2929
877,7188.13,107,837,40,91418.3,6,4,email,2024-06-19 02:06:47.059133,0.8098
878,6623.35,92,721,20,178645.17,0,0,email,2024-05-28 02:06:47.059133,0.7424
879,368.25,308,635,70,137150.38,7,1,email,2024-05-30 02:06:47.059133,0.0847
880,2297.52,185,802,72,124289.52,0,0,phone,2024-06-08 02:06:47.059133,0.326
881,2387.64,216,356,62,196447.66,8,1,phone,2024-07-10 02:06:47.059133,0.2513
882,6751.74,28,375,19,70515.29,7,3,phone,2024-07-18 02:06:47.059133,0.5955
883,295.13,36,765,20,31745.77,3,2,phone,2024-05-03 02:06:47.059133,0.5415
884,1130.67,320,584,37,112881.88,9,2,mail,2024-06-09 02:06:47.059133,0.6789
885,8019.17,18,685,65,96323.21,3,1,mail,2024-07-26 02:06:47.059133,0.9107
886,1867.59,345,558,70,101772.21,3,0,phone,2024-08-02 02:06:47.059133,0.4211
887,6562.19,196,776,61,131618.87,5,2,phone,2024-07-08 02:06:47.059133,0.6559
888,2458.01,78,310,74,130721.89,1,0,email,2024-07-05 02:06:47.059133,0.9184
889,1084.47,167,559,26,90607.57,3,4,email,2024-07-28 02:06:47.059133,0.5417
890,2507.4,90,692,65,175317.86,3,0,email,2024-06-29 02:06:47.059133,0.3083
891,7250.44,264,668,21,137262.53,7,4,phone,2024-05-08 02:06:47.059133,0.4029
892,8571.4,208,483,79,180184.1,1,4,phone,2024-05-23 02:06:47.059133,0.7546
893,8319.18,212,315,42,184367.7,7,2,mail,2024-06-02 02:06:47.059133,0.72
894,4032.12,271,805,69,50116.17,9,4,email,2024-05-05 02:06:47.059133,0.7484
895,6714.04,263,385,67,142501.14,1,0,email,2024-06-08 02:06:47.059133,0.7433
896,2129.34,273,309,75,77152.14,8,3,mail,2024-06-27 02:06:47.059133,0.9205
897,3002.16,342,776,18,170557.23,8,0,email,2024-05-30 02:06:47.059133,0.764
898,8973.72,214,463,56,151913.28,5,1,email,2024-07-01 02:06:47.059133,0.8554
899,228.72,64,323,69,55774.58,9,1,phone,2024-05-21 02:06:47.059133,0.5737
900,946.53,12,611,29,188971.54,4,0,mail,2024-05-09 02:06:47.059133,0.6442
901,2158.07,210,537,57,143026.22,6,1,mail,2024-07-30 02:06:47.059133,0.9677
902,362.67,312,761,57,190753.96,7,3,email,2024-05-04 02:06:47.059133,0.8703
903,1896.21,174,761,77,56344.01,7,1,mail,2024-06-11 02:06:47.059133,0.7774
904,5872.11,256,537,41,176546.92,2,2,email,2024-06-01 02:06:47.059133,0.6855
905,4272.1,101,321,71,140253.11,2,3,email,2024-07-10 02:06:47.059133,0.3585
906,8937.45,16,479,26,119411.59,4,2,phone,2024-07-24 02:06:47.059133,0.5481
907,8192.69,197,798,63,167692.32,4,2,phone,2024-07-27 02:06:47.059133,0.0551
908,3483.99,258,774,37,133915.5,1,3,email,2024-07-09 02:06:47.059133,0.4162
909,2668.29,244,638,22,140528.03,4,2,mail,2024-06-14 02:06:47.059133,0.1119
910,3858.95,348,830,37,65660.71,0,1,mail,2024-05-23 02:06:47.059133,0.7286
911,5943.92,249,461,38,167069.66,6,0,phone,2024-07-29 02:06:47.059133,0.8923
912,2753.83,105,360,19,137054.49,6,3,email,2024-07-02 02:06:47.059133,0.1741
913,6279.07,182,384,38,171990.05,0,0,email,2024-07-19 02:06:47.059133,0.2457
914,4153.18,155,846,59,83274.85,2,3,phone,2024-07-31 02:06:47.059133,0.857
915,5565.27,287,789,41,79707.82,7,3,email,2024-07-21 02:06:47.059133,0.5858
916,4417.65,169,304,26,24302.53,8,2,phone,2024-06-20 02:06:47.059133,0.5883
917,3015.21,47,375,56,158348.96,2,0,email,2024-06-17 02:06:47.059133,0.5629
918,9489.69,43,552,72,79456.59,5,1,mail,2024-05-12 02:06:47.059133,0.2183
919,7659.7,321,306,47,78898.22,5,0,phone,2024-05-23 02:06:47.059133,0.2433
920,1487.12,306,772,71,143963.21,5,3,email,2024-05-28 02:06:47.059133,0.9496
921,8697.83,221,437,35,65516.42,4,1,email,2024-05-10 02:06:47.059133,0.7235
922,4925.57,1,657,75,183623.69,5,2,phone,2024-05-21 02:06:47.059133,0.0904
923,8956.07,200,462,61,116851.88,5,1,email,2024-06-10 02:06:47.059133,0.2229
924,8018.57,144,617,60,194505.9,9,1,email,2024-05-04 02:06:47.059133,0.6271
925,4309.61,28,757,27,33800.39,5,0,email,2024-05-10 02:06:47.059133,0.2835
926,322.45,342,552,62,80628.57,7,3,phone,2024-05-24 02:06:47.059133,0.2517
927,2759.91,338,500,58,88664.66,5,3,mail,2024-05-24 02:06:47.059133,0.2023
928,5462.18,278,831,65,151475.73,2,3,email,2024-07-31 02:06:47.059133,0.1857
929,6371.43,41,464,79,58333.21,6,4,phone,2024-06-06 02:06:47.059133,0.6133
930,2653.09,332,531,38,87562.25,5,2,phone,2024-06-01 02:06:47.059133,0.9058
931,1479.63,147,627,39,183915.66,8,0,email,2024-07-23 02:06:47.059133,0.3611
932,8365.81,345,537,34,40619.16,3,3,phone,2024-06-01 02:06:47.059133,0.1215
933,9845.58,178,419,22,154158.32,0,1,email,2024-06-15 02:06:47.059133,0.1243
934,5304.33,315,549,23,146447.32,5,4,phone,2024-06-27 02:06:47.059133,0.9337
935,1799.62,325,635,27,43490.91,8,2,mail,2024-07-21 02:06:47.059133,0.5287
936,2795.84,167,583,60,143928.32,7,3,mail,2024-06-11 02:06:47.059133,0.4663
937,282.07,123,497,19,122561.08,1,4,mail,2024-06-24 02:06:47.059133,0.8907
938,9151.56,74,715,24,71754.02,2,2,mail,2024-05-28 02:06:47.059133,0.5071
939,1265.74,239,694,63,76005.42,7,1,mail,2024-05-24 02:06:47.059133,0.4806
940,5807.51,249,450,21,169938.61,8,4,mail,2024-06-04 02:06:47.059133,0.9267
941,2813.15,263,564,54,61582.7,7,0,mail,2024-07-18 02:06:47.059133,0.4745
942,5586.36,252,519,36,112300.5,9,2,email,2024-08-06 02:06:47.059133,0.391
