customer_id,debt_amount,payment_probability,recommended_strategy
2699,7762.51,0.4679509,Standard follow-up
2700,7751.92,0.18670794,Aggressive collection
2701,5260.83,0.22984578,Aggressive collection
2702,9762.54,0.45143342,Standard follow-up
2703,1342.95,0.18086028,Aggressive collection
2704,267.78,0.1480948,Aggressive collection
2705,7724.57,0.18697885,Aggressive collection
2706,8090.84,0.7161079,Soft reminder
2707,1290.05,0.80854726,Soft reminder
2708,2729.27,0.25361,Aggressive collection
2709,273.77,0.9144641,Soft reminder
2710,3003.76,0.8521981,Soft reminder
2711,7754.1,0.81190765,Soft reminder
2712,5227.81,0.68929344,Standard follow-up
2713,3546.15,0.65460646,Standard follow-up
2714,3780.22,0.7005755,Soft reminder
2715,113.4,0.12677278,Aggressive collection
2716,3068.03,0.5903906,Standard follow-up
2717,6499.94,0.40015715,Standard follow-up
2718,9744.52,0.9224,Soft reminder
2719,8485.9,0.148492,Aggressive collection
2720,333.59,0.7996404,Soft reminder
2721,8995.75,0.34513253,Standard follow-up
2722,7853.66,0.28530094,Aggressive collection
2723,7825.72,0.10510823,Aggressive collection
2724,4634.16,0.7987432,Soft reminder
2725,4040.25,0.3487862,Standard follow-up
2726,3098.87,0.13760869,Aggressive collection
2727,750.38,0.85077256,Soft reminder
2728,2359.53,0.66744983,Standard follow-up
2729,2541.38,0.6466493,Standard follow-up
2730,4892.36,0.84209096,Soft reminder
2731,7499.7,0.63128656,Standard follow-up
2732,4790.72,0.62243223,Standard follow-up
2733,672.66,0.29544613,Aggressive collection
2734,9582.12,0.29038963,Aggressive collection
2735,9432.97,0.5900811,Standard follow-up
2736,7873.38,0.89248836,Soft reminder
2737,9914.15,0.8107621,Soft reminder
2738,5490.38,0.5468233,Standard follow-up
2739,9631.41,0.20142774,Aggressive collection
2740,848.49,0.93742317,Soft reminder
2741,3720.24,0.50176513,Standard follow-up
2742,2331.27,0.3046675,Standard follow-up
2743,2038.75,0.4233284,Standard follow-up
2744,1493.95,0.90535367,Soft reminder
2745,6261.9,0.28157496,Aggressive collection
2746,7835.09,0.2919529,Aggressive collection
2747,5825.15,0.58811814,Standard follow-up
2748,1554.93,0.72893417,Soft reminder
2749,8130.13,0.5275494,Standard follow-up
2750,6395.95,0.43927932,Standard follow-up
2751,3942.84,0.5227671,Standard follow-up
2752,6773.89,0.5983299,Standard follow-up
2753,2673.06,0.6358648,Standard follow-up
2754,3517.4,0.48784953,Standard follow-up
2755,9183.11,0.3838748,Standard follow-up
2756,2975.99,0.46717796,Standard follow-up
2757,4752.88,0.3703727,Standard follow-up
2758,8912.4,0.8065773,Soft reminder
2759,7106.44,0.8096774,Soft reminder
2760,715.81,0.92094034,Soft reminder
2761,1558.3,0.8495187,Soft reminder
2762,177.63,0.37903655,Standard follow-up
2763,6346.13,0.47167894,Standard follow-up
2764,4531.97,0.6848927,Standard follow-up
2765,1429.32,0.54114145,Standard follow-up
2766,9583.55,0.25996605,Aggressive collection
2767,5343.63,0.41673222,Standard follow-up
2768,2494.74,0.45893347,Standard follow-up
2769,5055.98,0.66730666,Standard follow-up
2770,6828.24,0.43521255,Standard follow-up
2771,854.77,0.6178154,Standard follow-up
2772,2819.57,0.5360249,Standard follow-up
2773,8088.96,0.7748808,Soft reminder
2774,4650.68,0.1565957,Aggressive collection
2775,5511.11,0.4076419,Standard follow-up
2776,4384.88,0.35676628,Standard follow-up
2777,534.61,0.89191216,Soft reminder
2778,1740.92,0.52608716,Standard follow-up
2779,4510.86,0.7573367,Soft reminder
2780,2170.94,0.24685553,Aggressive collection
2781,594.79,0.17977645,Aggressive collection
2782,8452.13,0.70114756,Soft reminder
2783,9813.81,0.4379386,Standard follow-up
2784,7952.11,0.6429471,Standard follow-up
2785,8552.47,0.8032082,Soft reminder
2786,2495.57,0.7585864,Soft reminder
2787,9610.21,0.8835003,Soft reminder
2788,2049.56,0.2177931,Aggressive collection
2789,9519.16,0.7719185,Soft reminder
2790,9948.71,0.20773466,Aggressive collection
2791,7146.06,0.4428873,Standard follow-up
2792,9813.32,0.74813795,Soft reminder
2793,5738.44,0.30100542,Standard follow-up
2794,2669.46,0.20505379,Aggressive collection
2795,4426.26,0.7014232,Soft reminder
2796,5976.25,0.5469849,Standard follow-up
2797,823.51,0.8808399,Soft reminder
2798,6261.2,0.655792,Standard follow-up
2799,9813.66,0.15709904,Aggressive collection
2800,1982.07,0.83742154,Soft reminder
2801,7946.69,0.8292303,Soft reminder
2802,9088.2,0.85603493,Soft reminder
2803,9442.65,0.60709614,Standard follow-up
2804,9605.34,0.28698647,Aggressive collection
2805,5262.45,0.81945413,Soft reminder
2806,9775.35,0.23670977,Aggressive collection
2807,7597.37,0.53379816,Standard follow-up
2808,1700.55,0.2876426,Aggressive collection
2809,4821.31,0.4381322,Standard follow-up
2810,7211.48,0.5513942,Standard follow-up
2811,2548.67,0.5404825,Standard follow-up
2812,6442.09,0.78807694,Soft reminder
2813,6699.34,0.74862295,Soft reminder
2814,1710.73,0.17907342,Aggressive collection
2815,5694.34,0.8181108,Soft reminder
2816,7739.11,0.89586467,Soft reminder
2817,5039.07,0.37590167,Standard follow-up
2818,219.82,0.7158885,Soft reminder
2819,189.48,0.74061924,Soft reminder
2820,3634.59,0.67912835,Standard follow-up
2821,9269.32,0.5179406,Standard follow-up
2822,2363.9,0.5265451,Standard follow-up
2823,6380.2,0.63205963,Standard follow-up
2824,2298.55,0.44615826,Standard follow-up
2825,3284.53,0.67890185,Standard follow-up
2826,8495.62,0.26590157,Aggressive collection
2827,7315.73,0.854026,Soft reminder
2828,1044.45,0.6329004,Standard follow-up
2829,4344.15,0.640783,Standard follow-up
2830,388.78,0.6534828,Standard follow-up
2831,4860.81,0.5869538,Standard follow-up
2832,6658.1,0.338942,Standard follow-up
2833,1273.18,0.56900346,Standard follow-up
2834,2959.96,0.53044224,Standard follow-up
2835,4038.58,0.77918005,Soft reminder
2836,9203.36,0.19960202,Aggressive collection
2837,9933.22,0.81563306,Soft reminder
2838,544.62,0.77314454,Soft reminder
2839,7633.98,0.39523116,Standard follow-up
2840,3780.07,0.73288566,Soft reminder
2841,3985.34,0.4376705,Standard follow-up
2842,7567.22,0.17090183,Aggressive collection
2843,9192.42,0.10071867,Aggressive collection
2844,9514.19,0.38509375,Standard follow-up
2845,5813.51,0.79453343,Soft reminder
2846,3635.5,0.046800736,Aggressive collection
2847,7896.74,0.34628102,Standard follow-up
2848,2584.91,0.83059233,Soft reminder
2849,5684.33,0.67808294,Standard follow-up
2850,3649.93,0.3821706,Standard follow-up
2851,6600.65,0.24383004,Aggressive collection
2852,2479.95,0.7807938,Soft reminder
2853,1996.77,0.74199396,Soft reminder
2854,9190.57,0.640678,Standard follow-up
2855,1107.86,0.67152274,Standard follow-up
2856,5108.98,0.39188012,Standard follow-up
2857,2286.44,0.7070687,Soft reminder
2858,485.41,0.67216796,Standard follow-up
2859,456.59,0.73514766,Soft reminder
2860,1834.7,0.23162016,Aggressive collection
2861,8681.03,0.22791897,Aggressive collection
2862,2896.54,0.12146373,Aggressive collection
2863,9509.55,0.09021422,Aggressive collection
2864,5858.06,0.5734708,Standard follow-up
2865,4422.48,0.5902864,Standard follow-up
2866,5842.88,0.48775378,Standard follow-up
2867,5215.31,0.656756,Standard follow-up
2868,7611.88,0.4291998,Standard follow-up
2869,2896.71,0.39778388,Standard follow-up
2870,3595.2,0.4411444,Standard follow-up
2871,8951.53,0.66745096,Standard follow-up
2872,9469.92,0.27763966,Aggressive collection
2873,8936.33,0.91083544,Soft reminder
2874,4252.54,0.6180756,Standard follow-up
2875,7825.62,0.5112114,Standard follow-up
2876,4815.72,0.5888579,Standard follow-up
2877,5025.64,0.43385324,Standard follow-up
2878,2126.33,0.24267767,Aggressive collection
2879,5952.19,0.65976286,Standard follow-up
2880,1942.75,0.510193,Standard follow-up
2881,3382.49,0.88297474,Soft reminder
2882,8564.8,0.37143332,Standard follow-up
2883,2150.05,0.6424473,Standard follow-up
2884,804.47,0.21496014,Aggressive collection
2885,783.18,0.65811706,Standard follow-up
2886,9413.77,0.50831294,Standard follow-up
2887,5118.51,0.533287,Standard follow-up
2888,4153.18,0.37165108,Standard follow-up
2889,8127.7,0.3554824,Standard follow-up
2890,8374.68,0.10244353,Aggressive collection
2891,3388.69,0.31552574,Standard follow-up
2892,6966.82,0.7388615,Soft reminder
2893,7734.12,0.8579837,Soft reminder
2894,6581.04,0.1674447,Aggressive collection
2895,1600.79,0.3741621,Standard follow-up
2896,8771.24,0.71674055,Soft reminder
2897,5437.04,0.35772488,Standard follow-up
2898,2896.48,0.75566524,Soft reminder
2899,4309.76,0.70410776,Soft reminder
2900,471.95,0.74620354,Soft reminder
2901,1365.88,0.82951343,Soft reminder
2902,7678.91,0.90504026,Soft reminder
2903,100.12,0.9709909,Soft reminder
2904,4224.0,0.86752295,Soft reminder
2905,5272.85,0.75346285,Soft reminder
2906,640.88,0.46293452,Standard follow-up
2907,9733.47,0.715617,Soft reminder
2908,2338.64,0.29918906,Aggressive collection
2909,3111.57,0.7547199,Soft reminder
2910,3109.03,0.27665618,Aggressive collection
2911,2381.12,0.8271836,Soft reminder
2912,114.59,0.1538808,Aggressive collection
2913,7320.51,0.18506502,Aggressive collection
2914,9671.77,0.46024123,Standard follow-up
2915,2320.51,0.6380167,Standard follow-up
2916,6664.17,0.6217567,Standard follow-up
2917,7444.77,0.567678,Standard follow-up
2918,8499.41,0.6282546,Standard follow-up
2919,4284.03,0.8580857,Soft reminder
2920,3099.02,0.5990192,Standard follow-up
2921,3320.42,0.30035594,Standard follow-up
2922,7154.95,0.36316502,Standard follow-up
2923,8186.12,0.738102,Soft reminder
2924,1897.98,0.81494516,Soft reminder
2925,3772.32,0.14741632,Aggressive collection
2926,9029.21,0.261035,Aggressive collection
2927,8086.27,0.47909003,Standard follow-up
2928,9850.1,0.92731065,Soft reminder
2929,7567.06,0.37008762,Standard follow-up
2930,3992.63,0.67918926,Standard follow-up
2931,5947.31,0.5384779,Standard follow-up
2932,6644.04,0.26776424,Aggressive collection
2933,876.71,0.1644126,Aggressive collection
2934,5490.52,0.54102945,Standard follow-up
2935,7122.28,0.48891762,Standard follow-up
2936,1756.48,0.13476315,Aggressive collection
2937,7828.25,0.47558856,Standard follow-up
2938,5879.35,0.18052602,Aggressive collection
2939,9527.0,0.21648973,Aggressive collection
2940,519.98,0.8999652,Soft reminder
2941,2726.73,0.52917135,Standard follow-up
2942,6055.38,0.4393835,Standard follow-up
2943,3035.94,0.16358833,Aggressive collection
2944,7172.8,0.28282535,Aggressive collection
2945,7614.15,0.50976473,Standard follow-up
2946,1114.91,0.5875993,Standard follow-up
2947,5187.16,0.81560177,Soft reminder
2948,5138.02,0.191692,Aggressive collection
2949,3755.88,0.7710863,Soft reminder
2950,9335.96,0.54255104,Standard follow-up
2951,8292.31,0.40104738,Standard follow-up
2952,7002.37,0.4858133,Standard follow-up
2953,7171.83,0.5062489,Standard follow-up
2954,4670.99,0.5587494,Standard follow-up
2955,9217.85,0.7402253,Soft reminder
2956,6976.49,0.7095009,Soft reminder
2957,7316.91,0.7165144,Soft reminder
2958,8630.74,0.41515726,Standard follow-up
2959,2813.31,0.47365242,Standard follow-up
2960,8090.0,0.29422224,Aggressive collection
2961,2032.88,0.23913056,Aggressive collection
2962,3518.89,0.5263154,Standard follow-up
2963,3422.54,0.39943543,Standard follow-up
2964,9787.4,0.15422918,Aggressive collection
2965,8579.72,0.32042703,Standard follow-up
2966,7041.58,0.64267313,Standard follow-up
2967,7297.86,0.9558053,Soft reminder
2968,5664.52,0.50414574,Standard follow-up
2969,9476.2,0.9118605,Soft reminder
2970,5012.96,0.10650407,Aggressive collection
2971,3867.13,0.73652107,Soft reminder
2972,1714.05,0.2199112,Aggressive collection
2973,7883.44,0.42130122,Standard follow-up
2974,7370.99,0.8307297,Soft reminder
2975,3905.11,0.17558035,Aggressive collection
2976,349.41,0.8660874,Soft reminder
2977,8406.07,0.3504482,Standard follow-up
2978,213.04,0.046883818,Aggressive collection
2979,7066.63,0.43361363,Standard follow-up
2980,9705.55,0.7759189,Soft reminder
2981,4432.85,0.36044666,Standard follow-up
2982,2426.24,0.9082914,Soft reminder
2983,7078.22,0.30554664,Standard follow-up
2984,8189.57,0.59508127,Standard follow-up
2985,5509.66,0.46320775,Standard follow-up
2986,9673.65,0.42844996,Standard follow-up
2987,611.52,0.82519346,Soft reminder
2988,5097.48,0.08680546,Aggressive collection
2989,7212.69,0.566974,Standard follow-up
2990,8640.14,0.41684553,Standard follow-up
2991,1874.63,0.34893033,Standard follow-up
2992,8020.03,0.816222,Soft reminder
2993,5571.8,0.25828668,Aggressive collection
2994,4025.88,0.58250487,Standard follow-up
2995,1403.98,0.783507,Soft reminder
2996,8666.43,0.42470172,Standard follow-up
2997,1657.0,0.76219565,Soft reminder
2998,3166.9,0.7904509,Soft reminder
2999,2971.45,0.1798655,Aggressive collection
3000,8727.0,0.08291556,Aggressive collection
3001,6759.76,0.23465703,Aggressive collection
3002,7987.15,0.9028368,Soft reminder
3003,2579.63,0.5599488,Standard follow-up
3004,6286.25,0.31181538,Standard follow-up
3005,5760.29,0.5895398,Standard follow-up
3006,8345.02,0.70908207,Soft reminder
3007,9070.26,0.2061747,Aggressive collection
3008,220.35,0.5645461,Standard follow-up
3009,6772.8,0.33588302,Standard follow-up
3010,613.17,0.30882984,Standard follow-up
3011,5533.7,0.7749785,Soft reminder
3012,2947.56,0.5992752,Standard follow-up
3013,3137.09,0.6826626,Standard follow-up
3014,3594.29,0.23787908,Aggressive collection
3015,6250.8,0.58928454,Standard follow-up
3016,3407.09,0.38400817,Standard follow-up
3017,7353.72,0.6008475,Standard follow-up
3018,4104.82,0.6730358,Standard follow-up
3019,776.7,0.33354163,Standard follow-up
3020,7859.22,0.29933283,Aggressive collection
3021,2929.01,0.22792932,Aggressive collection
3022,4384.39,0.35349417,Standard follow-up
3023,6885.89,0.35711807,Standard follow-up
3024,3391.32,0.64022976,Standard follow-up
3025,660.2,0.1436052,Aggressive collection
3026,3801.82,0.784406,Soft reminder
3027,9450.04,0.70971,Soft reminder
3028,6453.17,0.77542263,Soft reminder
3029,6747.64,0.61611956,Standard follow-up
3030,6359.59,0.27472615,Aggressive collection
3031,2070.02,0.2155026,Aggressive collection
3032,4241.51,0.68508255,Standard follow-up
3033,7534.3,0.6199783,Standard follow-up
3034,1103.59,0.07394397,Aggressive collection
3035,2850.74,0.4985975,Standard follow-up
3036,2835.56,0.33678064,Standard follow-up
3037,4376.99,0.8871796,Soft reminder
3038,9805.65,0.6891887,Standard follow-up
3039,768.28,0.20414034,Aggressive collection
3040,5235.14,0.24902186,Aggressive collection
3041,1875.71,0.7338779,Soft reminder
3042,9709.7,0.9165835,Soft reminder
3043,1221.7,0.72059095,Soft reminder
3044,4095.65,0.609123,Standard follow-up
3045,7405.06,0.39708006,Standard follow-up
3046,7075.09,0.50495744,Standard follow-up
3047,4285.01,0.61851496,Standard follow-up
3048,3530.59,0.20463642,Aggressive collection
3049,4036.36,0.6057996,Standard follow-up
3050,2716.34,0.26427785,Aggressive collection
3051,2132.8,0.79910606,Soft reminder
3052,4882.09,0.14602347,Aggressive collection
3053,2758.48,0.59222764,Standard follow-up
3054,2945.87,0.4460508,Standard follow-up
3055,6601.89,0.55623716,Standard follow-up
3056,9688.52,0.81016,Soft reminder
3057,6076.01,0.13291097,Aggressive collection
3058,862.1,0.7527677,Soft reminder
3059,848.28,0.89664394,Soft reminder
3060,9519.09,0.9214821,Soft reminder
3061,3043.18,0.25217074,Aggressive collection
3062,1011.46,0.88609684,Soft reminder
3063,6030.54,0.4380963,Standard follow-up
3064,6274.12,0.7404006,Soft reminder
3065,6520.2,0.3285937,Standard follow-up
3066,2747.28,0.16750309,Aggressive collection
3067,249.6,0.86465037,Soft reminder
3068,9653.65,0.9086307,Soft reminder
3069,2583.84,0.2888215,Aggressive collection
3070,6792.66,0.44788948,Standard follow-up
3071,7095.64,0.2501601,Aggressive collection
3072,6139.07,0.9079027,Soft reminder
3073,3197.78,0.7685769,Soft reminder
3074,2783.85,0.61800665,Standard follow-up
3075,6016.92,0.8898046,Soft reminder
3076,8674.35,0.118248776,Aggressive collection
3077,9472.66,0.64959663,Standard follow-up
3078,1148.47,0.71552634,Soft reminder
3079,1632.8,0.28524843,Aggressive collection
3080,9452.89,0.40912247,Standard follow-up
3081,7391.7,0.1562084,Aggressive collection
3082,8841.64,0.7868604,Soft reminder
3083,2106.06,0.7084643,Soft reminder
3084,5917.1,0.28926352,Aggressive collection
3085,7041.28,0.34838483,Standard follow-up
3086,6833.11,0.4093214,Standard follow-up
3087,4140.7,0.2153462,Aggressive collection
3088,252.41,0.071996726,Aggressive collection
3089,5870.97,0.3714915,Standard follow-up
3090,2605.71,0.73936117,Soft reminder
3091,4557.52,0.55115414,Standard follow-up
3092,9580.05,0.16288145,Aggressive collection
3093,4050.45,0.7792099,Soft reminder
3094,8414.04,0.5345662,Standard follow-up
3095,1966.55,0.31216744,Standard follow-up
3096,6757.36,0.23622444,Aggressive collection
3097,9772.37,0.18562,Aggressive collection
3098,1108.74,0.7986905,Soft reminder
3099,182.37,0.8719301,Soft reminder
3100,4392.47,0.34031504,Standard follow-up
3101,1016.99,0.4739985,Standard follow-up
3102,7509.01,0.4807998,Standard follow-up
3103,9154.03,0.74980706,Soft reminder
3104,4396.81,0.78373486,Soft reminder
3105,2661.25,0.3177162,Standard follow-up
3106,4400.59,0.8105753,Soft reminder
3107,7262.13,0.869151,Soft reminder
3108,189.64,0.8236048,Soft reminder
3109,5935.59,0.87743074,Soft reminder
3110,6171.59,0.10935956,Aggressive collection
3111,6413.11,0.19024329,Aggressive collection
3112,2496.02,0.38250065,Standard follow-up
3113,7169.12,0.8605573,Soft reminder
3114,1004.78,0.24097307,Aggressive collection
3115,2072.78,0.78624964,Soft reminder
3116,8786.95,0.1786692,Aggressive collection
3117,7413.36,0.32885113,Standard follow-up
3118,236.08,0.11690345,Aggressive collection
3119,2558.92,0.6406545,Standard follow-up
3120,2222.62,0.29420388,Aggressive collection
3121,2780.98,0.42590243,Standard follow-up
3122,2550.84,0.47326314,Standard follow-up
3123,719.01,0.6944767,Standard follow-up
3124,4643.51,0.566721,Standard follow-up
3125,7354.06,0.34941047,Standard follow-up
3126,6106.64,0.69959885,Standard follow-up
3127,6761.43,0.10204442,Aggressive collection
3128,903.38,0.6200177,Standard follow-up
3129,9519.76,0.83240676,Soft reminder
3130,8401.07,0.38020357,Standard follow-up
3131,8070.39,0.4354238,Standard follow-up
3132,8247.54,0.17618527,Aggressive collection
3133,9333.83,0.60408735,Standard follow-up
3134,5488.11,0.084312014,Aggressive collection
3135,2082.79,0.29597977,Aggressive collection
3136,6206.16,0.2505734,Aggressive collection
3137,7454.53,0.30463073,Standard follow-up
3138,7405.38,0.31330186,Standard follow-up
3139,5262.35,0.14913432,Aggressive collection
3140,777.74,0.26614273,Aggressive collection
3141,3774.02,0.30606946,Standard follow-up
3142,9215.59,0.8361246,Soft reminder
3143,5886.04,0.68634236,Standard follow-up
3144,5429.49,0.40422457,Standard follow-up
3145,2761.65,0.119167276,Aggressive collection
3146,3747.64,0.24564613,Aggressive collection
3147,8963.93,0.4895683,Standard follow-up
3148,6697.98,0.8675185,Soft reminder
3149,7895.13,0.77632564,Soft reminder
3150,4598.02,0.19793087,Aggressive collection
3151,6339.45,0.28855312,Aggressive collection
3152,2559.0,0.12901472,Aggressive collection
3153,7084.06,0.73142046,Soft reminder
3154,4333.25,0.29084638,Aggressive collection
3155,4481.2,0.55721533,Standard follow-up
3156,6528.29,0.6920365,Standard follow-up
3157,9369.18,0.6883403,Standard follow-up
3158,733.66,0.76942897,Soft reminder
3159,8264.96,0.2713394,Aggressive collection
3160,2994.59,0.49035782,Standard follow-up
3161,4494.8,0.4487237,Standard follow-up
3162,316.94,0.8573334,Soft reminder
3163,3080.36,0.33052942,Standard follow-up
3164,5076.05,0.2563471,Aggressive collection
3165,656.14,0.71836436,Soft reminder
3166,4961.85,0.5298104,Standard follow-up
3167,9278.4,0.78772944,Soft reminder
3168,1143.39,0.5114388,Standard follow-up
3169,7667.96,0.37204185,Standard follow-up
3170,4155.74,0.6972448,Standard follow-up
3171,6586.22,0.6576859,Standard follow-up
3172,2676.34,0.4505823,Standard follow-up
3173,1678.97,0.5447359,Standard follow-up
3174,1688.58,0.55104595,Standard follow-up
3175,797.87,0.33268848,Standard follow-up
3176,1937.9,0.31682023,Standard follow-up
3177,6675.77,0.15837727,Aggressive collection
3178,8828.74,0.043509472,Aggressive collection
3179,8159.84,0.26936093,Aggressive collection
3180,6882.83,0.23747477,Aggressive collection
3181,1193.28,0.13397628,Aggressive collection
3182,2962.96,0.57783216,Standard follow-up
3183,3167.09,0.39346996,Standard follow-up
3184,2574.57,0.843087,Soft reminder
3185,5198.56,0.3489036,Standard follow-up
3186,5401.98,0.4868405,Standard follow-up
3187,3633.17,0.13870417,Aggressive collection
3188,3602.51,0.66545683,Standard follow-up
3189,8302.7,0.5792111,Standard follow-up
3190,7914.0,0.12830076,Aggressive collection
3191,3147.18,0.61591107,Standard follow-up
3192,9146.51,0.5985336,Standard follow-up
3193,9532.87,0.9425109,Soft reminder
3194,3334.75,0.27428654,Aggressive collection
3195,3608.81,0.4811954,Standard follow-up
3196,5105.78,0.40833694,Standard follow-up
3197,9417.1,0.7843885,Soft reminder
3198,8775.56,0.2469416,Aggressive collection
3199,1115.42,0.24539149,Aggressive collection
3200,3988.03,0.34508026,Standard follow-up
3201,5578.37,0.86583763,Soft reminder
3202,5081.01,0.17956935,Aggressive collection
3203,2019.24,0.111068495,Aggressive collection
3204,8602.29,0.2448663,Aggressive collection
3205,6801.71,0.7078236,Soft reminder
3206,8395.29,0.39615524,Standard follow-up
3207,8601.77,0.3905113,Standard follow-up
3208,7508.72,0.14118652,Aggressive collection
3209,4448.18,0.513879,Standard follow-up
3210,6144.41,0.42548355,Standard follow-up
3211,1687.62,0.34999475,Standard follow-up
3212,6769.09,0.7989422,Soft reminder
3213,1874.61,0.1932147,Aggressive collection
3214,6970.1,0.22713889,Aggressive collection
3215,2373.02,0.8038033,Soft reminder
3216,1263.76,0.6917399,Standard follow-up
3217,1736.32,0.20170924,Aggressive collection
3218,119.72,0.9083501,Soft reminder
3219,7215.52,0.7197454,Soft reminder
3220,7350.77,0.6573739,Standard follow-up
3221,5197.84,0.6392665,Standard follow-up
3222,1697.49,0.82696825,Soft reminder
3223,927.19,0.92633086,Soft reminder
3224,289.38,0.1628155,Aggressive collection
3225,1740.91,0.42010424,Standard follow-up
3226,8919.47,0.84313005,Soft reminder
3227,2491.21,0.75160235,Soft reminder
3228,3607.29,0.48054463,Standard follow-up
3229,1142.92,0.15002689,Aggressive collection
3230,2301.38,0.6786766,Standard follow-up
3231,5240.32,0.35489362,Standard follow-up
3232,6116.75,0.3499861,Standard follow-up
3233,2528.99,0.43608192,Standard follow-up
3234,671.55,0.16271695,Aggressive collection
3235,3971.23,0.18620291,Aggressive collection
3236,2418.61,0.42394653,Standard follow-up
3237,2273.58,0.8893981,Soft reminder
3238,9602.64,0.6028944,Standard follow-up
3239,6201.37,0.37933195,Standard follow-up
3240,5613.1,0.07614261,Aggressive collection
3241,4216.17,0.58800876,Standard follow-up
3242,4346.55,0.68945724,Standard follow-up
3243,5454.96,0.54341125,Standard follow-up
3244,6994.66,0.849502,Soft reminder
3245,7051.25,0.66092354,Standard follow-up
3246,1799.77,0.51496786,Standard follow-up
3247,5051.12,0.74410254,Soft reminder
3248,4178.39,0.6769311,Standard follow-up
3249,8718.22,0.80289435,Soft reminder
3250,6351.05,0.82544,Soft reminder
3251,5371.79,0.4784979,Standard follow-up
3252,1242.41,0.15410319,Aggressive collection
3253,6095.82,0.7521764,Soft reminder
3254,1260.32,0.17134306,Aggressive collection
3255,3438.35,0.29376146,Aggressive collection
3256,1514.14,0.24867448,Aggressive collection
3257,6951.53,0.23025203,Aggressive collection
3258,2141.9,0.15349987,Aggressive collection
3259,3979.41,0.4059567,Standard follow-up
3260,8967.18,0.5879504,Standard follow-up
3261,2122.73,0.79021895,Soft reminder
3262,5127.27,0.4395142,Standard follow-up
3263,4250.79,0.81772697,Soft reminder
3264,279.43,0.22096233,Aggressive collection
3265,7948.31,0.33786717,Standard follow-up
3266,783.55,0.6412291,Standard follow-up
3267,4795.12,0.78871745,Soft reminder
3268,5650.72,0.7004689,Soft reminder
3269,6321.42,0.30007005,Standard follow-up
3270,6917.45,0.3262165,Standard follow-up
3271,2607.4,0.808449,Soft reminder
3272,198.79,0.17188519,Aggressive collection
3273,7262.09,0.413312,Standard follow-up
3274,5403.0,0.5363983,Standard follow-up
3275,8377.57,0.6333875,Standard follow-up
3276,8231.74,0.35645312,Standard follow-up
3277,8448.93,0.56124794,Standard follow-up
3278,4902.44,0.8210795,Soft reminder
3279,3402.92,0.6043744,Standard follow-up
3280,7936.43,0.78549916,Soft reminder
3281,4567.81,0.6222928,Standard follow-up
3282,1916.08,0.34373456,Standard follow-up
3283,8564.24,0.57862747,Standard follow-up
3284,8837.34,0.06505613,Aggressive collection
3285,4716.47,0.72868955,Soft reminder
3286,849.43,0.6767043,Standard follow-up
3287,3939.48,0.4765573,Standard follow-up
3288,8055.02,0.4374303,Standard follow-up
3289,9027.56,0.52043957,Standard follow-up
3290,2114.38,0.63512546,Standard follow-up
3291,763.04,0.2026738,Aggressive collection
3292,8785.77,0.34339103,Standard follow-up
3293,3955.11,0.8337617,Soft reminder
3294,5463.43,0.36864233,Standard follow-up
3295,9683.85,0.9117135,Soft reminder
3296,758.99,0.27204558,Aggressive collection
3297,6518.35,0.4511944,Standard follow-up
3298,833.64,0.1871888,Aggressive collection
3299,3817.14,0.6692282,Standard follow-up
3300,8057.76,0.84693956,Soft reminder
3301,4391.38,0.68987864,Standard follow-up
3302,9972.11,0.25719038,Aggressive collection
3303,5634.69,0.8991376,Soft reminder
3304,3279.51,0.7105087,Soft reminder
3305,2279.1,0.79682094,Soft reminder
3306,3570.15,0.48149142,Standard follow-up
3307,3788.08,0.22835751,Aggressive collection
3308,780.27,0.27140355,Aggressive collection
3309,3758.78,0.48104587,Standard follow-up
3310,4695.96,0.40009516,Standard follow-up
3311,7255.1,0.10772383,Aggressive collection
3312,6601.62,0.36228946,Standard follow-up
3313,7116.78,0.7677505,Soft reminder
3314,182.8,0.178468,Aggressive collection
3315,2254.91,0.8789332,Soft reminder
3316,6650.67,0.40085846,Standard follow-up
3317,4891.49,0.7345435,Soft reminder
3318,152.6,0.5935888,Standard follow-up
3319,8064.5,0.19563162,Aggressive collection
3320,7750.81,0.35272503,Standard follow-up
3321,5529.35,0.27707902,Aggressive collection
3322,757.99,0.84688514,Soft reminder
3323,7688.5,0.6704115,Standard follow-up
3324,5878.76,0.42273423,Standard follow-up
3325,7841.4,0.9665805,Soft reminder
3326,7542.3,0.4261764,Standard follow-up
3327,8049.72,0.721863,Soft reminder
3328,5228.28,0.7126893,Soft reminder
3329,1489.21,0.74642515,Soft reminder
3330,6744.46,0.48906323,Standard follow-up
3331,6242.69,0.15158753,Aggressive collection
3332,7448.31,0.42977437,Standard follow-up
3333,1781.82,0.73986024,Soft reminder
3334,2030.25,0.34298915,Standard follow-up
3335,8915.05,0.8272732,Soft reminder
3336,7524.78,0.19848046,Aggressive collection
3337,9091.46,0.9041236,Soft reminder
3338,7611.28,0.43673253,Standard follow-up
3339,6011.84,0.5765448,Standard follow-up
3340,6575.91,0.52425903,Standard follow-up
3341,8902.37,0.8419463,Soft reminder
3342,5830.19,0.73647255,Soft reminder
3343,6360.67,0.2116103,Aggressive collection
3344,1649.12,0.9332669,Soft reminder
3345,4791.82,0.3129827,Standard follow-up
3346,7192.33,0.78940445,Soft reminder
