customer_id,debt_amount,days_overdue,credit_score,age,income,num_previous_loans,num_previous_defaults,communication_preference,last_contact_date,payment_probability,days_since_last_contact,debt_to_income_ratio,default_rate
3119,2558.92,56,418,78,156761.32,3,1,0,2024-06-08 02:06:47.065647,0.2521,60,0.016323669639934136,0.25
3120,2222.62,319,804,25,196085.08,8,2,0,2024-06-13 02:06:47.065647,0.3656,55,0.011334977653577723,0.2222222222222222
3121,2780.98,48,379,66,161736.7,4,1,2,2024-07-04 02:06:47.065647,0.3326,34,0.017194489562356596,0.2
3122,2550.84,105,518,25,130843.41,3,3,0,2024-06-07 02:06:47.065647,0.269,61,0.01949536472643139,0.75
3123,719.01,59,816,54,100678.52,3,4,0,2024-06-30 02:06:47.065647,0.3803,38,0.0071416425271249515,1.0
3124,4643.51,77,765,61,82142.54,6,3,1,2024-05-15 02:06:47.065647,0.5053,84,0.0565299052111123,0.42857142857142855
3125,7354.06,218,817,19,95422.27,1,0,2,2024-06-17 02:06:47.065647,0.4764,51,0.07706859205927505,0.0
3126,6106.64,55,801,34,79091.9,3,2,2,2024-06-10 02:06:47.065647,0.8119,58,0.07720942346814276,0.5
3127,6761.43,55,357,30,169887.78,2,1,0,2024-05-07 02:06:47.065647,0.3081,92,0.03979938992669161,0.3333333333333333
3128,903.38,129,636,71,180760.0,6,3,1,2024-07-13 02:06:47.065647,0.2819,25,0.004997676477096703,0.42857142857142855
3129,9519.76,85,809,31,190938.38,3,4,1,2024-07-27 02:06:47.065647,0.5044,11,0.0498577603936935,1.0
3130,8401.07,214,725,58,95305.22,7,0,0,2024-07-30 02:06:47.065647,0.0479,8,0.0881491066281574,0.0
3131,8070.39,115,669,58,118319.46,4,4,1,2024-07-04 02:06:47.065647,0.1118,34,0.06820847559649106,0.8
3132,8247.54,314,710,26,123841.18,8,2,0,2024-07-11 02:06:47.065647,0.8031,27,0.06659771814189756,0.2222222222222222
3133,9333.83,293,731,44,137195.87,8,4,2,2024-07-16 02:06:47.065647,0.4937,22,0.06803287883228555,0.4444444444444444
3134,5488.11,49,495,37,20442.14,2,4,1,2024-06-06 02:06:47.065647,0.0665,62,0.26847042432935103,1.3333333333333333
3135,2082.79,67,676,55,171684.14,8,0,1,2024-05-27 02:06:47.065647,0.4404,72,0.012131522457461708,0.0
3136,6206.16,275,664,79,68265.32,3,4,1,2024-05-02 02:06:47.065647,0.3983,97,0.0909123402629622,1.0
3137,7454.53,129,704,29,104989.53,8,0,0,2024-06-29 02:06:47.065647,0.2461,39,0.07100260378344393,0.0
3138,7405.38,29,791,59,171482.29,1,2,2,2024-05-26 02:06:47.065647,0.3721,73,0.043184517771485326,1.0
3139,5262.35,343,365,39,199434.11,4,3,1,2024-07-16 02:06:47.065647,0.1884,22,0.026386409025015836,0.6
3140,777.74,33,690,54,163079.03,5,0,2,2024-05-26 02:06:47.065647,0.4491,73,0.004769098761502322,0.0
3141,3774.02,119,382,67,24469.98,2,3,2,2024-07-07 02:06:47.066648,0.4085,31,0.15423061236666316,1.0
3142,9215.59,180,780,56,86375.75,1,1,1,2024-07-04 02:06:47.066648,0.6075,34,0.10669186664081065,0.5
3143,5886.04,151,528,48,64497.91,0,4,2,2024-05-31 02:06:47.066648,0.9421,68,0.09125939119577672,4.0
3144,5429.49,133,524,30,193543.71,6,3,0,2024-05-21 02:06:47.066648,0.1855,78,0.028053042901781722,0.42857142857142855
3145,2761.65,327,412,18,67561.2,3,4,0,2024-06-09 02:06:47.066648,0.4174,59,0.04087627217989023,1.0
3146,3747.64,185,484,55,189803.03,7,0,0,2024-07-30 02:06:47.066648,0.5622,8,0.019744890268611624,0.0
3147,8963.93,134,811,70,188753.15,7,4,2,2024-06-15 02:06:47.066648,0.547,53,0.04749022731541169,0.5
3148,6697.98,177,472,70,171093.86,7,2,0,2024-04-30 02:06:47.066648,0.6613,99,0.039147985789788134,0.25
3149,7895.13,22,822,57,37652.92,1,3,1,2024-05-13 02:06:47.066648,0.2679,86,0.20968174579820106,1.5
3150,4598.02,241,504,26,20359.14,4,4,2,2024-06-14 02:06:47.066648,0.6346,54,0.22584549249133315,0.8
3151,6339.45,77,837,56,162898.96,7,3,0,2024-05-29 02:06:47.066648,0.2012,70,0.03891645471524189,0.375
3152,2559.0,204,618,27,171793.83,9,3,0,2024-05-02 02:06:47.066648,0.1255,97,0.014895761972359544,0.3
3153,7084.06,4,458,46,193192.7,1,2,0,2024-07-20 02:06:47.066648,0.8316,18,0.036668362727991274,1.0
3154,4333.25,328,577,57,59308.87,1,0,0,2024-07-30 02:06:47.066648,0.4737,8,0.07306242725582193,0.0
3155,4481.2,165,447,47,151966.36,0,4,1,2024-07-31 02:06:47.066648,0.3973,7,0.029488105130635493,4.0
3156,6528.29,128,382,19,113431.6,5,1,0,2024-05-03 02:06:47.066648,0.9285,96,0.05755265728421357,0.16666666666666666
3157,9369.18,45,718,35,79126.8,4,3,1,2024-07-31 02:06:47.066648,0.7098,7,0.11840716419721257,0.6
3158,733.66,218,837,45,129132.38,0,0,2,2024-07-28 02:06:47.066648,0.6771,10,0.0056814565022343735,0.0
3159,8264.96,235,848,64,118675.89,7,1,1,2024-07-02 02:06:47.066648,0.1943,36,0.0696431263334111,0.125
3160,2994.59,136,691,49,72612.99,7,3,0,2024-06-06 02:06:47.066648,0.2093,62,0.04124041717604522,0.375
3161,4494.8,168,432,41,68323.24,4,1,0,2024-06-17 02:06:47.066648,0.4831,51,0.06578727823797584,0.2
3162,316.94,237,541,55,107584.44,2,4,2,2024-05-04 02:06:47.066648,0.6523,95,0.0029459650484772704,1.3333333333333333
3163,3080.36,93,750,73,105326.57,7,4,1,2024-07-07 02:06:47.066648,0.3953,31,0.029245801890254282,0.5
3164,5076.05,5,499,31,74369.49,2,3,0,2024-07-28 02:06:47.066648,0.0642,10,0.06825446833103198,1.0
3165,656.14,156,416,42,67471.61,3,3,1,2024-05-15 02:06:47.066648,0.683,84,0.009724682722110826,0.75
3166,4961.85,245,518,42,191775.33,6,4,0,2024-07-03 02:06:47.066648,0.7738,35,0.025873244488746287,0.5714285714285714
3167,9278.4,360,604,49,175226.69,6,0,2,2024-07-09 02:06:47.066648,0.9443,29,0.05295083756932234,0.0
3168,1143.39,81,542,44,167020.24,3,1,1,2024-05-05 02:06:47.066648,0.4088,94,0.0068458170099623865,0.25
3169,7667.96,247,591,71,58571.08,8,3,0,2024-06-19 02:06:47.066648,0.258,49,0.1309171693607152,0.3333333333333333
3170,4155.74,343,600,49,54072.39,5,3,2,2024-07-07 02:06:47.066648,0.9258,31,0.07685511959060806,0.5
3171,6586.22,137,687,73,165679.22,7,2,0,2024-05-02 02:06:47.066648,0.7151,97,0.03975284287311348,0.25
3172,2676.34,63,508,48,53241.38,6,1,0,2024-05-31 02:06:47.066648,0.064,68,0.050268043390310324,0.14285714285714285
3173,1678.97,307,613,67,110636.47,3,4,2,2024-05-01 02:06:47.066648,0.58,98,0.01517555648693419,1.0
3174,1688.58,116,325,41,59855.92,1,3,1,2024-07-21 02:06:47.066648,0.0285,17,0.028210743398480884,1.5
3175,797.87,113,378,52,88052.56,1,3,1,2024-05-01 02:06:47.066648,0.2265,98,0.00906129248258086,1.5
3176,1937.9,31,427,47,173621.76,7,4,2,2024-05-03 02:06:47.066648,0.071,96,0.011161619373055542,0.5
3177,6675.77,7,712,50,180455.3,7,1,2,2024-05-02 02:06:47.066648,0.2049,97,0.036994036750375305,0.125
3178,8828.74,3,436,72,199402.27,0,0,2,2024-07-01 02:06:47.066648,0.4899,37,0.044276025543741306,0.0
3179,8159.84,307,633,50,189902.77,0,4,2,2024-05-04 02:06:47.066648,0.2989,95,0.04296851488790817,4.0
3180,6882.83,243,847,63,140825.13,3,0,1,2024-05-09 02:06:47.066648,0.088,90,0.0488750125776557,0.0
3181,1193.28,56,687,44,97710.68,0,3,2,2024-05-04 02:06:47.066648,0.4821,95,0.012212380468542436,3.0
3182,2962.96,73,529,50,30384.63,9,0,2,2024-05-04 02:06:47.066648,0.7085,95,0.09751509233451254,0.0
3183,3167.09,10,720,50,129469.9,0,0,1,2024-07-10 02:06:47.066648,0.0531,28,0.02446197919361952,0.0
3184,2574.57,61,423,21,57922.52,9,4,0,2024-06-30 02:06:47.066648,0.8824,38,0.044448515016266565,0.4
3185,5198.56,50,387,78,173024.53,4,3,0,2024-07-28 02:06:47.066648,0.6531,10,0.030045219599787384,0.6
3186,5401.98,122,440,47,118801.8,0,1,1,2024-05-27 02:06:47.066648,0.5194,72,0.0454705231738913,1.0
3187,3633.17,175,350,61,152030.3,9,2,1,2024-05-16 02:06:47.066648,0.3963,83,0.023897670398598178,0.2
3188,3602.51,1,704,32,141229.11,5,0,1,2024-07-10 02:06:47.066648,0.3933,28,0.025508268090055942,0.0
3189,8302.7,38,636,46,82519.61,3,3,1,2024-05-30 02:06:47.066648,0.3356,69,0.10061487202860024,0.75
3190,7914.0,190,665,79,156635.49,9,2,2,2024-05-11 02:06:47.066648,0.1157,88,0.05052494808168954,0.2
3191,3147.18,79,557,45,171807.54,4,1,2,2024-07-31 02:06:47.066648,0.0792,7,0.01831805519129137,0.2
3192,9146.51,345,687,49,153943.48,8,2,1,2024-05-15 02:06:47.066648,0.3088,84,0.059414728054738006,0.2222222222222222
3193,9532.87,338,344,53,159825.22,1,1,0,2024-08-05 02:06:47.066648,0.6671,2,0.05964559285449443,0.5
3194,3334.75,190,568,47,84802.8,2,2,0,2024-06-11 02:06:47.066648,0.2884,57,0.039323583655256664,0.6666666666666666
3195,3608.81,184,610,59,189863.83,2,1,1,2024-07-28 02:06:47.066648,0.8123,10,0.0190073591162677,0.3333333333333333
3196,5105.78,67,577,60,96422.98,8,0,1,2024-05-17 02:06:47.066648,0.3803,82,0.05295190005536025,0.0
3197,9417.1,17,774,55,181469.04,2,2,0,2024-05-01 02:06:47.066648,0.6312,98,0.05189370043507146,0.6666666666666666
3198,8775.56,316,444,77,174405.69,9,1,0,2024-07-24 02:06:47.066648,0.4319,14,0.05031693633390057,0.1
3199,1115.42,296,534,59,42379.58,4,3,2,2024-05-25 02:06:47.066648,0.4978,74,0.026319751163178116,0.6
3200,3988.03,209,435,29,193928.7,5,4,0,2024-07-06 02:06:47.066648,0.2502,32,0.020564413622119884,0.6666666666666666
3201,5578.37,345,744,20,199341.5,5,2,0,2024-06-15 02:06:47.066648,0.5139,53,0.027983987278113187,0.3333333333333333
3202,5081.01,41,652,32,129106.37,5,2,0,2024-08-04 02:06:47.066648,0.1107,3,0.03935522313887379,0.3333333333333333
3203,2019.24,115,693,65,160959.81,0,2,0,2024-06-20 02:06:47.066648,0.3868,48,0.012544994927615781,2.0
3204,8602.29,100,574,27,188063.67,5,2,2,2024-07-30 02:06:47.066648,0.4483,8,0.045741370462460934,0.3333333333333333
3205,6801.71,345,683,39,23604.39,0,4,2,2024-07-29 02:06:47.066648,0.704,9,0.28815444923592604,4.0
3206,8395.29,349,622,78,187398.2,5,2,2,2024-05-24 02:06:47.066648,0.4002,75,0.04479920298060494,0.3333333333333333
3207,8601.77,139,482,40,132925.9,9,0,0,2024-07-22 02:06:47.066648,0.6654,16,0.06471101568618307,0.0
3208,7508.72,316,739,28,169122.15,5,0,2,2024-05-01 02:06:47.066648,0.1746,98,0.044398205675601925,0.0
3209,4448.18,324,362,33,117330.01,2,3,1,2024-05-11 02:06:47.066648,0.0252,88,0.0379116988057872,1.0
3210,6144.41,334,333,66,115498.29,2,4,2,2024-07-07 02:06:47.066648,0.5059,31,0.05319914260202467,1.3333333333333333
3211,1687.62,302,776,63,181553.28,5,3,0,2024-08-02 02:06:47.066648,0.4739,5,0.009295453103353462,0.5
3212,6769.09,294,386,33,111344.96,1,0,0,2024-05-02 02:06:47.066648,0.6698,97,0.06079386080878739,0.0
3213,1874.61,17,509,31,104922.09,4,2,1,2024-05-05 02:06:47.066648,0.3135,94,0.01786668565218249,0.4
3214,6970.1,322,761,23,129473.99,9,2,2,2024-05-05 02:06:47.066648,0.0299,94,0.05383397854657913,0.2
3215,2373.02,292,380,59,113342.6,2,1,1,2024-05-20 02:06:47.066648,0.7236,79,0.020936699881597916,0.3333333333333333
3216,1263.76,74,621,34,100331.65,4,4,0,2024-06-29 02:06:47.066648,0.9422,39,0.012595825943259182,0.8
3217,1736.32,263,714,72,52494.29,2,1,2,2024-07-22 02:06:47.066648,0.3943,16,0.03307635935260768,0.3333333333333333
3218,119.72,16,489,48,91532.09,1,4,2,2024-05-09 02:06:47.066648,0.6111,90,0.0013079565865916534,2.0
3219,7215.52,14,532,59,70768.23,3,4,2,2024-06-04 02:06:47.066648,0.5447,64,0.10195987662825537,1.0
3220,7350.77,336,691,70,92083.65,4,2,1,2024-05-23 02:06:47.066648,0.566,76,0.07982709199733069,0.4
3221,5197.84,281,468,27,126768.49,5,2,0,2024-05-16 02:06:47.066648,0.8674,83,0.041002618237386906,0.3333333333333333
3222,1697.49,361,742,63,129593.31,1,3,2,2024-06-21 02:06:47.066648,0.7363,47,0.013098592820879412,1.5
3223,927.19,4,467,37,62959.07,2,0,1,2024-06-09 02:06:47.066648,0.7698,59,0.014726869377200141,0.0
3224,289.38,127,530,66,35206.16,2,0,1,2024-04-30 02:06:47.066648,0.09,99,0.008219584300020222,0.0
3225,1740.91,312,449,26,153998.78,5,2,2,2024-07-18 02:06:47.066648,0.1467,20,0.011304699946324251,0.3333333333333333
3226,8919.47,6,849,32,115142.72,0,0,1,2024-07-17 02:06:47.066648,0.6633,21,0.07746447191798143,0.0
3227,2491.21,129,685,56,99578.24,6,4,0,2024-06-15 02:06:47.066648,0.5405,53,0.02501761429002963,0.5714285714285714
3228,3607.29,232,680,19,43327.18,7,0,2,2024-05-20 02:06:47.066648,0.7743,79,0.08325697633679367,0.0
3229,1142.92,313,574,21,94639.48,6,3,1,2024-06-14 02:06:47.066648,0.0931,54,0.012076566777416784,0.42857142857142855
3230,2301.38,195,361,69,167271.57,3,0,1,2024-06-19 02:06:47.066648,0.5665,49,0.013758345186812081,0.0
3231,5240.32,65,766,41,124658.41,6,0,2,2024-07-22 02:06:47.066648,0.4861,16,0.0420374365435914,0.0
3232,6116.75,321,827,35,36375.59,0,3,1,2024-07-22 02:06:47.066648,0.8547,16,0.16815534813318495,3.0
3233,2528.99,103,449,28,79809.52,7,3,0,2024-07-15 02:06:47.066648,0.1871,23,0.03168782370824934,0.375
3234,671.55,277,441,54,196364.36,9,2,1,2024-05-31 02:06:47.066648,0.3487,68,0.0034199179525245824,0.2
3235,3971.23,158,415,43,118011.34,9,3,0,2024-05-06 02:06:47.066648,0.1505,93,0.03365125758253402,0.3
3236,2418.61,224,364,25,71551.29,2,2,2,2024-07-01 02:06:47.066648,0.4517,37,0.033802465336404144,0.6666666666666666
3237,2273.58,289,728,39,184420.05,8,4,2,2024-07-14 02:06:47.066648,0.8814,24,0.012328269079202614,0.4444444444444444
3238,9602.64,278,609,69,80480.11,0,1,1,2024-06-07 02:06:47.066648,0.6703,61,0.11931693433321598,1.0
3239,6201.37,182,729,22,151383.32,5,0,0,2024-07-30 02:06:47.066648,0.7443,8,0.04096468488073851,0.0
3240,5613.1,4,460,19,46499.69,0,3,1,2024-05-30 02:06:47.066648,0.0933,69,0.12071263270787397,3.0
3241,4216.17,215,605,22,48168.76,7,0,0,2024-07-09 02:06:47.066648,0.452,29,0.08752913714199825,0.0
3242,4346.55,217,660,52,121036.52,2,4,2,2024-07-28 02:06:47.066648,0.8387,10,0.035911062214941405,1.3333333333333333
3243,5454.96,209,577,49,63168.2,3,1,2,2024-06-12 02:06:47.066648,0.8375,56,0.08635610956145656,0.25
3244,6994.66,74,595,61,28879.78,5,3,2,2024-05-26 02:06:47.066648,0.988,73,0.24219921342891115,0.5
3245,7051.25,227,468,36,186763.78,3,2,2,2024-07-16 02:06:47.066648,0.526,22,0.037754911578679766,0.5
3246,1799.77,93,758,56,30078.12,7,2,0,2024-07-28 02:06:47.066648,0.0021,10,0.05983651903775901,0.25
3247,5051.12,65,306,68,149138.82,8,3,0,2024-05-15 02:06:47.066648,0.8991,84,0.033868579622662966,0.3333333333333333
3248,4178.39,321,431,21,79937.45,4,3,1,2024-07-18 02:06:47.066648,0.9562,20,0.05227074418811209,0.6
3249,8718.22,10,646,40,188030.89,0,4,1,2024-06-17 02:06:47.066648,0.9277,51,0.046365892327585104,4.0
3250,6351.05,303,552,63,197489.43,7,1,1,2024-05-08 02:06:47.066648,0.7719,91,0.03215893630357838,0.125
3251,5371.79,322,709,36,80377.52,1,3,1,2024-07-28 02:06:47.066648,0.2119,10,0.06683199481646111,1.5
3252,1242.41,305,842,43,126399.23,5,2,1,2024-05-16 02:06:47.066648,0.1391,83,0.00982925291554387,0.3333333333333333
3253,6095.82,278,654,75,159137.26,5,1,1,2024-06-27 02:06:47.066648,0.7009,41,0.03830542262698251,0.16666666666666666
3254,1260.32,86,667,78,42213.68,6,3,2,2024-05-05 02:06:47.066648,0.1404,94,0.029855724494997828,0.42857142857142855
3255,3438.35,26,810,67,147703.21,8,1,0,2024-05-19 02:06:47.066648,0.9533,80,0.023278776405739592,0.1111111111111111
3256,1514.14,218,832,43,183115.55,0,4,1,2024-06-28 02:06:47.066648,0.4458,40,0.00826876799922235,4.0
3257,6951.53,95,827,24,52130.46,9,3,0,2024-05-23 02:06:47.066648,0.0308,76,0.13334871781296387,0.3
3258,2141.9,244,827,49,170967.82,7,3,2,2024-08-02 02:06:47.066648,0.1506,5,0.012528088619250102,0.375
3259,3979.41,107,701,64,40808.63,4,1,0,2024-06-25 02:06:47.066648,0.2905,43,0.09751393271472235,0.2
3260,8967.18,248,474,70,122294.31,5,3,2,2024-06-01 02:06:47.066648,0.7038,67,0.07332458885454278,0.5
3261,2122.73,14,377,50,81085.46,7,1,0,2024-07-14 02:06:47.066648,0.7373,24,0.026178922830307677,0.125
3262,5127.27,161,739,61,104908.85,7,1,2,2024-05-09 02:06:47.066648,0.213,90,0.048873569770329195,0.125
3263,4250.79,71,848,43,74113.79,6,3,2,2024-07-07 02:06:47.066648,0.6486,31,0.05735491330290895,0.42857142857142855
3264,279.43,152,531,78,66897.09,6,2,2,2024-06-09 02:06:47.066648,0.0318,59,0.004177012781871379,0.2857142857142857
3265,7948.31,75,699,41,153765.05,0,4,2,2024-06-01 02:06:47.066648,0.1029,67,0.0516912653428071,4.0
3266,783.55,215,512,68,60160.38,7,1,1,2024-06-05 02:06:47.066648,0.535,63,0.013024352572241066,0.125
3267,4795.12,51,492,76,93514.35,2,2,1,2024-08-06 02:06:47.066648,0.7038,1,0.051276836121942775,0.6666666666666666
3268,5650.72,143,566,40,69420.27,4,1,2,2024-05-24 02:06:47.066648,0.9144,75,0.08139870386560007,0.2
3269,6321.42,36,425,55,62954.32,3,2,0,2024-05-30 02:06:47.066648,0.4378,69,0.10041280725452996,0.5
3270,6917.45,167,681,43,132877.3,9,3,0,2024-05-28 02:06:47.066648,0.12,71,0.05205892955380641,0.3
3271,2607.4,236,843,77,28177.15,2,4,1,2024-07-05 02:06:47.066648,0.929,33,0.09253597329751234,1.3333333333333333
3272,198.79,260,801,62,162001.77,9,2,0,2024-05-22 02:06:47.066648,0.4374,77,0.0012270853583883682,0.2
3273,7262.09,192,702,48,118322.13,4,0,2,2024-06-05 02:06:47.066648,0.4975,63,0.061375585446272814,0.0
3274,5403.0,202,560,79,169118.73,2,1,2,2024-06-26 02:06:47.066648,0.8544,42,0.03194796933491636,0.3333333333333333
3275,8377.57,262,686,23,58342.88,8,2,0,2024-07-07 02:06:47.066648,0.5858,31,0.14359198586014266,0.2222222222222222
3276,8231.74,185,711,62,147693.09,8,4,1,2024-06-16 02:06:47.066648,0.3015,52,0.05573544435965149,0.4444444444444444
3277,8448.93,158,645,48,95705.09,5,4,1,2024-06-18 02:06:47.066648,0.5408,50,0.088280884538116,0.6666666666666666
3278,4902.44,246,393,64,33824.72,2,4,0,2024-07-25 02:06:47.066648,0.6249,13,0.14493660257941526,1.3333333333333333
3279,3402.92,110,627,78,155445.75,4,2,1,2024-06-03 02:06:47.066648,0.8898,65,0.021891367245485967,0.4
3280,7936.43,99,399,65,157193.7,7,2,0,2024-06-30 02:06:47.066648,0.2348,38,0.05048821931158819,0.25
3281,4567.81,241,760,57,68765.04,8,3,0,2024-06-29 02:06:47.066648,0.5594,39,0.06642634105935226,0.3333333333333333
3282,1916.08,202,614,62,184888.28,2,0,1,2024-05-02 02:06:47.066648,0.9205,97,0.010363447591161538,0.0
3283,8564.24,122,324,62,157514.56,4,2,0,2024-06-26 02:06:47.066648,0.0455,42,0.05437110067793098,0.4
3284,8837.34,117,793,77,75216.33,1,3,1,2024-04-30 02:06:47.066648,0.1946,99,0.11749230519489584,1.5
3285,4716.47,96,652,78,63039.61,1,1,2,2024-06-29 02:06:47.066648,0.3463,39,0.07481756311626928,0.5
3286,849.43,234,416,69,99216.12,1,0,2,2024-06-26 02:06:47.066648,0.6785,42,0.008561411190036458,0.0
3287,3939.48,67,498,69,72702.17,5,4,1,2024-05-26 02:06:47.066648,0.8418,73,0.05418655316615722,0.6666666666666666
3288,8055.02,218,578,29,59064.15,2,0,0,2024-05-29 02:06:47.066648,0.1992,70,0.13637748109470804,0.0
3289,9027.56,15,378,68,91838.14,9,1,2,2024-05-26 02:06:47.066648,0.2467,73,0.09829859359085451,0.1
3290,2114.38,273,723,34,24626.76,4,2,0,2024-05-08 02:06:47.066648,0.8233,91,0.08585701082887072,0.4
3291,763.04,219,653,79,92253.99,7,2,2,2024-06-26 02:06:47.066648,0.1483,42,0.008271078573403708,0.25
3292,8785.77,274,825,43,59899.27,4,3,1,2024-07-09 02:06:47.066648,0.2612,29,0.1466757441284343,0.6
3293,3955.11,147,840,20,67580.15,1,2,0,2024-05-31 02:06:47.066648,0.7327,68,0.05852472952486788,1.0
3294,5463.43,332,776,32,34859.59,5,2,1,2024-07-13 02:06:47.066648,0.1662,25,0.15672674291349958,0.3333333333333333
3295,9683.85,344,309,66,126007.7,1,0,0,2024-07-22 02:06:47.066648,0.828,16,0.07685125591531311,0.0
3296,758.99,152,802,55,104961.66,7,1,2,2024-06-11 02:06:47.066648,0.4905,57,0.007231116581044926,0.125
3297,6518.35,347,559,41,155112.93,1,4,1,2024-07-04 02:06:47.066648,0.4476,34,0.042023253638494226,2.0
3298,833.64,304,823,68,197677.75,6,4,2,2024-05-24 02:06:47.066648,0.1353,75,0.004217166575398597,0.5714285714285714
3299,3817.14,15,305,47,41516.12,3,3,0,2024-07-29 02:06:47.066648,0.6797,9,0.09194356312680471,0.75
3300,8057.76,354,334,61,69036.52,3,1,0,2024-07-03 02:06:47.066648,0.884,35,0.11671735481452425,0.25
3301,4391.38,84,474,53,142841.74,7,0,1,2024-07-11 02:06:47.066648,0.6921,27,0.03074297470753297,0.0
3302,9972.11,192,741,70,62716.16,3,4,2,2024-06-29 02:06:47.066648,0.3169,39,0.15900383569402207,1.0
3303,5634.69,41,446,72,25426.55,7,3,1,2024-06-23 02:06:47.066648,0.6988,45,0.22160654905993932,0.375
3304,3279.51,352,492,61,39765.19,8,2,2,2024-06-08 02:06:47.066648,0.5099,60,0.08247188055683878,0.2222222222222222
3305,2279.1,324,312,44,98052.85,7,2,2,2024-05-07 02:06:47.066648,0.8537,92,0.023243587514284385,0.25
3306,3570.15,261,829,39,97541.24,3,0,0,2024-06-25 02:06:47.066648,0.4596,43,0.0366014416056224,0.0
3307,3788.08,309,545,19,195014.84,4,4,0,2024-06-07 02:06:47.066648,0.2373,61,0.01942457302223769,0.8
3308,780.27,136,413,24,103871.01,5,2,1,2024-05-30 02:06:47.066648,0.1013,69,0.007511913092979456,0.3333333333333333
3309,3758.78,278,532,33,142052.19,8,3,0,2024-07-22 02:06:47.066648,0.2811,16,0.026460556503915923,0.3333333333333333
3310,4695.96,106,621,41,108596.18,4,3,0,2024-05-07 02:06:47.066648,0.5635,92,0.043242405027506495,0.6
3311,7255.1,7,837,47,68585.33,1,4,1,2024-08-05 02:06:47.066648,0.17,2,0.10578209655038476,2.0
3312,6601.62,302,425,61,38981.19,6,0,1,2024-05-25 02:06:47.066648,0.0398,74,0.1693539884236474,0.0
3313,7116.78,30,612,65,174633.32,5,3,1,2024-07-19 02:06:47.066648,0.4488,19,0.040752704008605,0.5
3314,182.8,126,810,63,47479.28,2,1,2,2024-06-04 02:06:47.066648,0.3474,64,0.0038501005070001064,0.3333333333333333
3315,2254.91,357,783,18,37440.85,7,3,2,2024-07-18 02:06:47.066648,0.4204,20,0.06022592969977979,0.375
3316,6650.67,79,580,71,58489.15,2,0,2,2024-06-10 02:06:47.066648,0.4541,58,0.1137077560539006,0.0
3317,4891.49,67,582,44,20447.96,9,3,1,2024-06-08 02:06:47.066648,0.7661,60,0.23921652820134626,0.3
3318,152.6,23,691,26,32953.73,3,2,0,2024-06-09 02:06:47.066648,0.9609,59,0.004630735276401184,0.5
3319,8064.5,189,822,24,134335.42,8,0,2,2024-06-17 02:06:47.066648,0.2623,51,0.06003256624351194,0.0
3320,7750.81,74,681,22,63838.57,3,2,0,2024-07-03 02:06:47.066648,0.9424,35,0.12141265069064047,0.5
3321,5529.35,5,515,78,80932.18,1,2,2,2024-07-28 02:06:47.066648,0.2284,10,0.06832078414297009,1.0
3322,757.99,82,841,47,170353.96,8,4,0,2024-07-02 02:06:47.066648,0.7549,36,0.004449500322739783,0.4444444444444444
3323,7688.5,25,415,59,159121.92,9,0,2,2024-06-15 02:06:47.066648,0.6813,53,0.04831829580739096,0.0
3324,5878.76,264,808,44,108604.66,7,2,0,2024-06-14 02:06:47.066648,0.0522,54,0.054129905659665065,0.25
3325,7841.4,2,799,27,130335.8,3,4,2,2024-07-22 02:06:47.066648,0.7249,16,0.060163055737564045,1.0
3326,7542.3,278,570,42,35446.03,5,4,2,2024-06-18 02:06:47.066648,0.9011,50,0.2127826444879723,0.6666666666666666
3327,8049.72,328,739,35,157087.05,5,2,2,2024-07-12 02:06:47.066648,0.9302,26,0.05124368940660609,0.3333333333333333
3328,5228.28,343,590,24,112914.46,1,2,1,2024-07-07 02:06:47.066648,0.6852,31,0.04630301557479883,1.0
3329,1489.21,224,338,74,122770.84,8,1,2,2024-06-07 02:06:47.066648,0.7866,61,0.01212999764439178,0.1111111111111111
3330,6744.46,72,323,48,139794.85,5,0,0,2024-06-26 02:06:47.066648,0.0715,42,0.0482454110433968,0.0
3331,6242.69,68,342,49,110031.55,4,4,0,2024-08-06 02:06:47.066648,0.1613,1,0.05673545451281927,0.8
3332,7448.31,320,469,67,113904.67,1,0,2,2024-05-12 02:06:47.066648,0.2625,87,0.06539073419904558,0.0
3333,1781.82,94,639,62,109934.41,9,4,0,2024-06-26 02:06:47.066648,0.5313,42,0.016208028041447622,0.4
3334,2030.25,19,468,28,109427.15,0,3,2,2024-06-19 02:06:47.066648,0.3862,49,0.01855343943436341,3.0
3335,8915.05,128,837,27,155036.95,6,3,0,2024-05-08 02:06:47.066648,0.6571,91,0.057502743700775835,0.42857142857142855
3336,7524.78,343,771,39,96897.53,3,4,2,2024-07-19 02:06:47.066648,0.4457,19,0.07765708785352939,1.0
3337,9091.46,82,442,48,20520.8,6,1,2,2024-05-19 02:06:47.066648,0.775,80,0.44303633386612606,0.14285714285714285
3338,7611.28,254,400,58,130171.37,4,3,0,2024-06-11 02:06:47.066648,0.7136,57,0.05847122911896833,0.6
3339,6011.84,221,774,64,191479.25,0,0,2,2024-07-30 02:06:47.066648,0.7473,8,0.03139682237109243,0.0
3340,6575.91,343,610,31,66252.77,4,2,0,2024-06-06 02:06:47.066648,0.8288,62,0.09925486889076486,0.4
3341,8902.37,97,359,20,166914.8,3,0,2,2024-05-19 02:06:47.066648,0.8342,80,0.053334815127238575,0.0
